Environment,Task,SolutionConcept,Method,Epoch,Iteration,Risk,ExpectedReward,BFViolated,RegretViolated,observe_convergence,run_time,check_CE
FairGamble,MDCE,DBCE,DBCE,0,185,0.313507876,0,0.00134129,0.000116438,FALSE,291.0879552,0.024549732
FairGamble,MDCE,DBCE,DBCE,0,186,0.284898386,0,0.013242907,0.001064578,FALSE,292.2389164,0.022302022
FairGamble,MDCE,DBCE,DBCE,0,187,0.255388017,0,0.008678575,0.004000479,FALSE,293.1724217,0.050806928
FairGamble,MDCE,DBCE,DBCE,0,188,0.311165745,0,0.025760249,0.002143419,FALSE,294.4156339,0.023122909
FairGamble,MDCE,DBCE,DBCE,0,189,0.279705168,0,0.016406122,0.000824335,FALSE,295.4409239,0.003248581
FairGamble,MDCE,DBCE,DBCE,0,190,0.283156141,0,0.001423621,8.85E-05,FALSE,295.9825029,0.020395073
FairGamble,MDCE,DBCE,DBCE,0,191,0.222874915,0,0.033765398,0.17640214,FALSE,297.1234832,0.188402567
FairGamble,MDCE,DBCE,DBCE,0,192,0.278627177,0,0.025760698,0.001240809,FALSE,297.9011471,0.006260438
FairGamble,MDCE,DBCE,DBCE,0,193,0.279829571,0,0.018192063,0.000888617,FALSE,300.9076986,0.015360126
FairGamble,MDCE,DBCE,DBCE,0,194,0.262044504,0,0.002743266,0.000157013,FALSE,301.8319359,0.007929516
FairGamble,MDCE,DBCE,DBCE,0,195,0.587625887,0,4.698045783,0.048220645,FALSE,305.8169501,0.048266919
FairGamble,MDCE,DBCE,DBCE,0,196,0.275550028,0,0.040092151,0.001930047,FALSE,307.7542996,0.035222632
FairGamble,MDCE,DBCE,DBCE,0,197,0.298399061,0,0.009919275,0.000651364,FALSE,310.5098906,0.031905603
FairGamble,MDCE,DBCE,DBCE,0,198,0.276165,0,0.043401805,0.002008118,FALSE,310.9491441,0.024648041
FairGamble,MDCE,DBCE,DBCE,0,199,0.285574133,0,0.015133231,0.000759196,FALSE,312.1644833,0.021551074
FairGamble,MDCE,DBCE,DBCE,0,200,0.268565222,0,0.032277987,0.001668856,FALSE,313.3273759,0.043181497
FairGamble,MDCE,DBCE,DBCE,0,201,0.289352793,0,0.011723138,0.000572754,FALSE,314.2899253,0.055140081
FairGamble,MDCE,DBCE,DBCE,0,202,0.212656487,0,0.042897641,0.004338181,FALSE,318.1821008,0.011337719
FairGamble,MDCE,DBCE,DBCE,0,203,0.279333121,0,0.065096985,0.00334254,FALSE,319.5035954,0.04108756
FairGamble,MDCE,DBCE,DBCE,0,204,0.286927125,0,0.030371664,0.001506459,FALSE,320.6569884,0.054521362
FairGamble,MDCE,DBCE,DBCE,0,205,0.277394396,0,0.032746117,0.001516218,FALSE,321.0978103,0.025427217
FairGamble,MDCE,DBCE,DBCE,0,206,0.269156325,0,0.037798927,0.001750602,FALSE,322.1450117,0.00492159
FairGamble,MDCE,DBCE,DBCE,0,207,0.266831254,0,0.024687042,0.001586068,FALSE,322.9608316,0.012946311
FairGamble,MDCE,DBCE,DBCE,0,208,0.281611936,0,0.011765967,0.000778889,FALSE,324.2882836,0.013461023
FairGamble,MDCE,DBCE,DBCE,0,209,0.360905959,0,0.22177771,0.014841469,FALSE,325.7894664,0.014841469
FairGamble,MDCE,DBCE,DBCE,0,210,0.342735127,0,0.182528667,0.010702215,FALSE,326.7409241,0.01277799
FairGamble,MDCE,DBCE,DBCE,0,211,0.282820798,0,0.008267542,0.000461905,FALSE,327.6873949,0.014161412
FairGamble,MDCE,DBCE,DBCE,0,212,0.276032882,0,0.038563887,0.001917598,FALSE,330.7801874,0.043359533
FairGamble,MDCE,DBCE,DBCE,0,213,0.308844615,0,0.008456933,0.000488752,FALSE,337.2105868,0.042609949
FairGamble,MDCE,DBCE,DBCE,0,214,0.263799197,0,0.014789194,0.000691532,FALSE,338.3097136,0.045546064
FairGamble,MDCE,DBCE,DBCE,0,215,0.301866546,0,0.013874731,0.00088002,FALSE,341.0008178,0.031285082
FairGamble,MDCE,DBCE,DBCE,0,216,0.269663191,0,0.002419774,0.002883257,FALSE,343.2877061,0.051529082
FairGamble,MDCE,DBCE,DBCE,0,217,0.25660147,0,0.001369608,7.76E-05,FALSE,344.4346409,0.031471115
